nappy rig log  2026-09-19T20:02:41  version v0.13.0-62-g4b9b21cb-dirty
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/forest.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/alley_draft.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/crossing_v.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/sidewalk_kerb_main_w.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/sidewalk_kerb_w.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/water.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/crossing_h.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/main_crosswalk.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/alley_base.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/main_edge_red.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/sidewalk_base.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/sidewalk_cracked_hairline_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/yellow_main_line.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/crosswalk.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/road_cracked_cracked_a.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/yellow_half_line.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/alley_cracked_broken_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/grass_base.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/alley_cracked_hairline_a.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/road_cracked_cracked_b.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/asphalt_base.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/road_cracked_hairline_a.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/alley_cracked_cracked_b.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/alley_cracked_hairline_b.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/sidewalk_cracked_broken_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/grass_feature_b.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/sidewalk_cracked_hairline_a.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/sidewalk_cracked_cracked_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/road_cracked_broken_a.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/road_cracked_hairline_b.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/sidewalk_cracked_broken_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/alley_cracked_cracked_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/road_cracked_broken_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/sidewalk_cracked_cracked_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/grass_feature_a.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/grass_feature_c.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/alley_cracked_broken_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/layers/curbstone.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/sidewalk.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/alley.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/road.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/crossing_main_e.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/crossing_main_n.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/crossing_main_s.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/bulkhead.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/road_line_w.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/precinct.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/sand.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/road_main_line_s.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/grass.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/spoiled.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/stoop.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/sidewalk_kerb_main_e.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/quiet_square.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/road_main_line_e.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/road_line_s.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/crossing_main_w.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/sidewalk_kerb_main_s.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/road_line_e.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/courtyard.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/tiles/sidewalk_kerb_n.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_front_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_front_diagonal_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_front_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_front_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_side_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_front_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_back_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_front_diagonal_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_side_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_front_diagonal_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_back_c.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_front_diagonal_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_back_diagonal_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_back_diagonal_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_back_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_back_diagonal_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_front_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_back_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_front_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_back_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_back_diagonal_a.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_back_diagonal_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_back_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_back_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/pram_back.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_back_diagonal_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_side_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_back_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_back_diagonal_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_back_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_back_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_back_diagonal_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_front_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_side_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_back_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/pram_back_diagonal.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_side_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_side_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_front_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_front_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_back_diagonal_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_front_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_side_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_side_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_back_diagonal_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_back_diagonal_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_front_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_back_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_front_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_front_diagonal_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_front_diagonal_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_side_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_front_diagonal_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_front_diagonal_c.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_side_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/pram_side.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_front_diagonal_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_side_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_front_diagonal_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/father_carrying_side_c.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/pram_front_diagonal.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_front_diagonal_a.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_carrying_back_diagonal_b.png read from disk in 0.2 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/pram_front.png read from disk in 0.1 ms
   0.0  texture  transfer res://assets/illustrated/svg-transfer/rig/mother_front_diagonal_a.png read from disk in 0.1 ms
   0.0  texture  ground packed: 66 sources over 65 pictures into 2035x100 in 0.7 ms
   0.0  texture  ground packed: 66 sources over 65 pictures into 2035x100 in 0.7 ms
   0.0  plan     finale: tunnel via 3 calm, 153 cells | bridge via 3 calm, 141 cells | 35 open streets, 673 placements
   0.0  texture  atlas decoration ready: 12 pictures in 423x54, 491.1 ms from request (0.0 ms packed off the main thread)
   0.0  texture  atlas stroller ready: 65 pictures in 1746x48, 322.0 ms from request (0.0 ms packed off the main thread)
   0.0  texture  atlas head_indicators ready: 5 pictures in 128x28, 321.4 ms from request (0.0 ms packed off the main thread)
   0.0  texture  atlas event/burnt_out_car ready: 2 pictures in 81x48, 73.9 ms from request (0.0 ms packed off the main thread)
   0.0  texture  atlas event/collapsed_frontage ready: 1 pictures in 26x32, 73.4 ms from request (0.0 ms packed off the main thread)
   0.0  texture  atlas event/barricade ready: 1 pictures in 26x32, 73.3 ms from request (0.0 ms packed off the main thread)
   0.0  texture  atlas event/impact_crater ready: 1 pictures in 66x66, 73.2 ms from request (0.0 ms packed off the main thread)
   0.0  texture  atlas event/army_truck ready: 5 pictures in 246x52, 70.1 ms from request (0.0 ms packed off the main thread)
   0.0  texture  atlas event/unmarked_van ready: 15 pictures in 426x52, 69.8 ms from request (0.0 ms packed off the main thread)
   0.0  texture  atlas event/roadblock ready: 4 pictures in 91x46, 69.4 ms from request (0.0 ms packed off the main thread)
   0.0  texture  atlas event/none ready: 0 pictures in 1x2, 68.6 ms from request (0.0 ms packed off the main thread)
   0.0  shot     burst started: asked for an animation burst at (75,80) | exc 0, sleep 100 | playing | asked/burst-4281327-001
   0.0  taken    'abduction' takes a bystander
   0.0  texture  atlas event/none released after 3468.6 ms drawn from
   0.0  shot     burst complete: 36 frames | frame_cap
   0.0  texture  atlas event/burnt_out_car released after 6787.3 ms drawn from
   0.0  texture  atlas event/collapsed_frontage released after 6787.4 ms drawn from
   0.0  texture  atlas event/barricade released after 6787.4 ms drawn from
   0.0  texture  atlas event/impact_crater released after 6787.3 ms drawn from
   0.0  texture  atlas event/army_truck released after 6787.3 ms drawn from
   0.0  texture  atlas event/unmarked_van released after 6787.3 ms drawn from
   0.0  texture  atlas event/roadblock released after 6787.3 ms drawn from
   0.0  texture  atlas stroller released after 6787.9 ms drawn from
   0.0  texture  atlas head_indicators released after 6787.9 ms drawn from
   0.0  texture  atlas decoration released after 6790.9 ms drawn from
